tconst,titleType,originalTitle,startYear,runtimeMinutes,numVotes,ordering,region,main_genre,secondary_genre
103064,movie,Terminator 2: Judgment Day,1991,137,1128166,17,US,Action,Sci-Fi
231050,tvSeries,ToransufÃ´mÃ¢: KÃ¢robotto,2000,22,577,16,US,Action,Adventure
253474,movie,The Pianist,2002,150,860569,7,US,Biography,Drama
369339,movie,Collateral,2004,120,417391,6,US,Action,Crime
439547,movie,2 Filhos de Francisco: A HistÃ³ria de ZezÃ© di Camargo & Luciano,2005,132,5946,5,US,Biography,Drama
790636,movie,Dallas Buyers Club,2013,117,502242,3,US,Biography,Drama
10687506,movie,The Electrical Life of Louis Wain,2021,111,17455,37,US,Biography,Drama
10925770,movie,"Himeul naeyo, Miseuteo Lee",2019,111,487,3,US,Comedy,Drama
10954984,movie,Nope,2022,130,234283,43,US,Horror,Mystery
11247158,tvSeries,The Legend of Vox Machina,2022,30,35526,12,US,Action,Adventure
11681282,movie,Le bal des folles,2021,122,3732,12,US,Drama,Thriller
1222816,movie,Pollen,2011,81,676,6,US,Documentary,Family
1270798,movie,X: First Class,2011,131,706738,43,US,Action,Sci-Fi
1300854,movie,Iron Man Three,2013,130,872400,24,US,Action,Adventure
1337047,movie,Angels in Exile,2016,78,51,2,US,Documentary,No tiene
14033416,movie,Rengeteg - Mindenhol lÃ¡tlak,2021,112,378,1,US,Drama,No tiene
1411245,movie,Kwanini,2011,102,25,4,US,Documentary,No tiene
1442188,tvMiniSeries,Wildes Russland,2008,360,639,9,US,Documentary,No tiene
1478839,movie,The Art of Racing in the Rain,2019,109,34530,35,US,Comedy,Drama
1483324,movie,At Middleton,2013,99,8867,16,US,Comedy,Romance
1650062,movie,Super 8,2011,112,361538,52,US,Action,Mystery
1699720,movie,Women Art Revolution,2010,83,252,5,US,Documentary,No tiene
1745718,movie,Holbrook/Twain: An American Odyssey,2014,93,44,2,US,Biography,Documentary
1759660,movie,G.W.B.,2011,90,109,2,US,Drama,No tiene
1876277,movie,Into the White,2012,104,21902,13,US,Action,Biography
1934172,movie,Heroes of Dirt,2015,98,116,1,US,Action,Drama
1950186,movie,Ford v Ferrari,2019,152,423492,17,US,Action,Biography
1951181,movie,The Immigrant,2013,120,32935,25,US,Drama,Romance
1967651,movie,Unconditional,2012,92,755,5,US,Drama,Thriller
2106476,movie,Jagten,2012,115,343367,36,US,Drama,No tiene
2262275,movie,The One Who Loves You,2013,95,60,3,US,Comedy,Drama
2277296,tvSeries,Guntucky,2013,60,17,4,US,Reality-TV,No tiene
2328387,tvSeries,Washington Heights,2013,60,88,3,US,Reality-TV,No tiene
2392672,movie,RÃ©alitÃ©,2014,95,6410,6,US,Comedy,No tiene
2401814,movie,The Loneliest Whale: The Search for 52,2021,96,452,2,US,Adventure,Documentary
2412748,movie,Saving Mes Aynak,2014,60,1038,2,US,Documentary,No tiene
2564156,movie,In God We Trust,2013,82,32,4,US,Documentary,No tiene
2645000,movie,The Sarnos: A Life in Dirty Movies,2013,100,513,6,US,Biography,Documentary
2690226,movie,The Chaperone,2018,108,1784,12,US,Drama,No tiene
2713778,movie,Cathedrals of Culture,2014,165,278,9,US,Documentary,No tiene
2802008,tvSeries,Once Upon a Time in Wonderland,2013,42,12649,15,US,Adventure,Drama
2935516,movie,Money,2017,90,445,10,US,Thriller,No tiene
2948372,movie,Soul,2020,100,348650,51,US,Adventure,Animation
3080844,movie,Crocodile Gennadiy,2015,96,514,7,US,Biography,Documentary
3463250,movie,A Despedida,2014,90,129,1,US,Drama,No tiene
3513500,movie,Chip 'n Dale: Rescue Rangers,2022,97,44062,46,US,Action,Adventure
3561180,tvSeries,ÃfÃ¦rÃ°,2015,60,23575,13,US,Crime,Drama
3682448,movie,Bridge of Spies,2015,142,319346,11,US,Drama,History
3829920,movie,Only the Brave,2017,134,73502,25,US,Action,Biography
3909224,tvSeries,Nanatsu no taizai,2014,24,34929,38,US,Action,Adventure
4121306,movie,Lac Gioi,2014,93,75,4,US,Action,Drama
4263482,movie,The VVitch: A New-England Folktale,2015,92,278711,2,US,Drama,Fantasy
4337894,tvMiniSeries,"You, Me and the Apocalypse",2015,30,7802,8,US,Comedy,Drama
4460792,movie,Calm with Horses,2019,100,6378,14,US,Crime,Drama
4575576,movie,Christopher Robin,2018,104,81198,33,US,Adventure,Comedy
4633694,movie,Spider-Man: Into the Spider-Verse,2018,117,601056,34,US,Action,Adventure
4642192,movie,Trautmann,2018,120,6035,3,US,Biography,Drama
4717402,movie,Mutafukaz,2017,94,4884,23,US,Action,Animation
4912910,movie,Mission: Impossible - Fallout,2018,147,347314,28,US,Action,Adventure
4935462,movie,Amazing Grace,2018,89,4919,4,US,Documentary,Music
5013056,movie,Dunkirk,2017,106,686165,19,US,Action,Drama
5021208,movie,Hands of God,2020,75,10,3,US,Sport,War
5057054,tvSeries,Jack Ryan,2018,60,151816,43,US,Action,Drama
5882982,movie,22-nenme no kokuhaku: Watashi ga satsujinhan desu,2017,118,2157,14,US,Action,Crime
6067752,movie,Lucifer,2019,175,11862,7,US,Action,Crime
6133484,movie,Raakshas,2018,115,53,3,US,Adventure,Drama
6330246,movie,L'Ã©cole buissonniÃ¨re,2017,116,1772,9,US,Comedy,Drama
6428150,movie,Free Dance,2016,103,2138,2,US,Music,Romance
6484074,tvMiniSeries,Legacy: The True Story of the LA Lakers,2022,60,1264,25,US,Documentary,History
6514010,movie,Brij Mohan Amar Rahe,2017,105,3864,9,US,Comedy,Crime
6705860,movie,Diane,2018,95,1607,6,US,Drama,No tiene
6854966,movie,PequeÃ±os HÃ©roes,2017,76,20,5,US,Animation,No tiene
7019942,movie,Super Deluxe,2019,176,16278,13,US,Comedy,Crime
7161312,tvSeries,Informer,2018,60,6199,13,US,Crime,Drama
7279188,movie,Kona fer Ã­ strÃ­Ã°,2018,101,10767,25,US,Adventure,Comedy
7297960,movie,Fen bei ren sheng,2017,91,300,4,US,Drama,No tiene
7298400,movie,Jiang hu er nÃ¼,2018,136,10057,34,US,Crime,Drama
7406320,tvSeries,History of Horror,2018,42,2428,18,US,Documentary,Horror
7468056,movie,Beomjoidosi,2017,121,10207,20,US,Action,Crime
7967412,movie,Quien a hierro mata,2019,107,8325,4,US,Drama,Thriller
8076344,movie,Pengin haiwei,2018,117,3464,11,US,Adventure,Animation
8080302,movie,Penguins,2019,76,1777,2,US,Documentary,Family
8106552,tvMiniSeries,The Fourth Estate,2018,243,801,5,US,Documentary,History
8193790,movie,Le daim,2019,77,10764,12,US,Comedy,Horror
8344332,tvMiniSeries,Story of Science Fiction,2018,60,1368,5,US,Documentary,Sci-Fi
8354112,movie,Mosul,2019,86,7362,11,US,Documentary,War
8403168,movie,Hesburgh,2018,106,125,2,US,Documentary,No tiene
8431322,tvSeries,Maradona: SueÃ±o bendito,2021,614,2120,23,US,Biography,Documentary
8488126,movie,The Inventor: Out for Blood in Silicon Valley,2019,119,14345,9,US,Crime,Documentary
8550208,movie,Romeo Akbar Walter,2019,141,6074,3,US,Action,Drama
8948790,movie,Jersey,2019,157,20070,12,US,Drama,Sport
9165332,movie,Chitralahari,2019,131,2483,6,US,Comedy,Drama
96657,tvSeries,Mr. Bean,1990,25,126053,2,IN,Comedy,Family
98769,tvMiniSeries,The Civil War,1990,680,17372,29,IN,Documentary,History
98800,tvSeries,The Fresh Prince of Bel-Air,1990,22,139767,8,IN,Comedy,No tiene
98825,tvMiniSeries,House of Cards,1990,226,14747,7,IN,Drama,No tiene
98936,tvSeries,Twin Peaks,1990,47,205176,11,IN,Crime,Drama
99043,movie,Anjali,1990,150,3103,1,IN,Drama,No tiene
99348,movie,Dances with Wolves,1990,181,277896,55,IN,Adventure,Drama
99487,movie,Edward Scissorhands,1990,105,504714,60,IN,Drama,Fantasy
99685,movie,GoodFellas,1990,145,1197758,68,IN,Biography,Crime
100234,movie,Nema-ye Nazdik,1990,98,21372,6,IN,Biography,Crime
101279,movie,Agantuk,1991,120,4188,11,IN,Drama,No tiene
101414,movie,Beauty and the Beast,1991,84,466172,36,IN,Animation,Family
101640,movie,Da hong denglong gaogao gua,1991,125,34050,35,IN,Drama,Romance
101649,movie,Thalapathi,1991,157,12793,6,IN,Action,Crime
103359,tvSeries,Batman: The Animated Series,1992,23,109376,1,IN,Action,Adventure
103466,tvSeries,The Larry Sanders Show,1992,30,8955,7,IN,Comedy,No tiene
103639,movie,Aladdin,1992,90,440161,7,IN,Adventure,Animation
104561,movie,Jo Jeeta Wohi Sikandar,1992,174,23797,2,IN,Comedy,Drama
105236,movie,Reservoir Dogs,1992,99,1046967,58,IN,Crime,Thriller
105271,movie,Roja,1992,137,13319,6,IN,Drama,Romance
105575,movie,Thevar Magan,1992,145,7617,5,IN,Drama,No tiene
105695,movie,Unforgiven,1992,130,422327,30,IN,Drama,Western
105932,tvSeries,"The Adventures of Brisco County, Jr.",1993,45,8922,3,IN,Action,Adventure
105941,tvSeries,Animaniacs,1993,21,24875,18,IN,Adventure,Animation
105943,tvSeries,As Time Goes By,1992,60,4687,19,IN,Comedy,Romance
105946,tvSeries,Babylon 5,1993,45,33117,14,IN,Action,Adventure
105958,tvSeries,Boy Meets World,1993,23,44762,41,IN,Comedy,Drama
105977,tvSeries,Cracker,1993,100,7380,12,IN,Crime,Drama
106004,tvSeries,Frasier,1993,22,88603,40,IN,Comedy,No tiene
106028,tvSeries,Homicide: Life on the Street,1993,60,13422,22,IN,Crime,Drama
106115,tvSeries,Rocko's Modern Life,1993,30,21128,1,IN,Animation,Comedy
106145,tvSeries,Star Trek: Deep Space Nine,1993,45,66948,14,IN,Action,Adventure
106179,tvSeries,The X Files,1993,45,235586,3,IN,Crime,Drama
106469,movie,Bound by Honor,1993,180,32811,36,IN,Crime,Drama
106519,movie,Carlito's Way,1993,144,225123,45,IN,Crime,Drama
107048,movie,Groundhog Day,1993,101,653789,7,IN,Comedy,Drama
107207,movie,In the Name of the Father,1993,133,180501,11,IN,Biography,Crime
107290,movie,Jurassic Park,1993,127,1019693,37,IN,Action,Adventure
108052,movie,Schindler's List,1993,195,1390651,32,IN,Biography,Drama
108394,movie,Trois couleurs: Bleu,1993,94,106446,3,IN,Drama,Music
108399,movie,True Romance,1993,119,234094,33,IN,Crime,Drama
108757,tvSeries,ER,1994,44,64392,32,IN,Drama,Romance
108778,tvSeries,Friends,1994,22,1031971,50,IN,Comedy,Romance
108783,tvSeries,Gargoyles,1994,30,17491,24,IN,Action,Adventure
108872,tvSeries,My So-Called Life,1994,60,21353,5,IN,Comedy,Drama
108906,tvSeries,Riget,1994,561,19738,6,IN,Comedy,Drama
108937,tvSeries,Space Ghost Coast to Coast,1993,15,7489,3,IN,Animation,Comedy
109117,movie,Andaz Apna Apna,1994,160,54296,8,IN,Action,Comedy
109424,movie,Chung Hing sam lam,1994,102,88621,46,IN,Comedy,Crime
109508,movie,Crumb,1994,119,20976,15,IN,Biography,Comedy
109830,movie,Forrest Gump,1994,142,2146507,54,IN,Drama,Romance
110057,movie,Hoop Dreams,1994,170,27245,8,IN,Documentary,Drama
110729,movie,Once Were Warriors,1994,102,35654,2,IN,Crime,Drama
110882,movie,Pred dozhdot,1994,113,15418,1,IN,Drama,Romance
111495,movie,Trois couleurs: Rouge,1994,99,106646,30,IN,Drama,Mystery
111880,tvSeries,American Gothic,1995,60,4703,6,IN,Drama,Horror
111958,tvSeries,Father Ted,1995,25,42097,20,IN,Comedy,No tiene
112047,tvSeries,Life with Louie,1994,30,8080,26,IN,Adventure,Animation
112095,tvSeries,NewsRadio,1995,23,16599,3,IN,Comedy,Romance
112130,tvMiniSeries,Pride and Prejudice,1995,327,88199,46,IN,Drama,Romance
112159,tvSeries,Shinseiki Evangelion,1995,24,76572,31,IN,Action,Animation
112471,movie,Before Sunrise,1995,101,322210,20,IN,Drama,Romance
112573,movie,Braveheart,1995,178,1058779,63,IN,Biography,Drama
112641,movie,Casino,1995,178,537387,52,IN,Crime,Drama
112870,movie,Dilwale Dulhania Le Jayenge,1995,189,73234,4,IN,Drama,Romance
113247,movie,La haine,1995,98,182583,1,IN,Crime,Drama
113277,movie,Heat,1995,170,680803,6,IN,Action,Crime
113568,movie,KÃ´kaku kidÃ´tai,1995,83,149182,45,IN,Action,Animation
114709,movie,Toy Story,1995,81,1023353,40,IN,Adventure,Animation
114746,movie,Twelve Monkeys,1995,129,630950,15,IN,Mystery,Sci-Fi
114787,movie,Underground,1995,170,59744,11,IN,Comedy,Drama
115147,tvSeries,The Daily Show,1996,22,47688,5,IN,Comedy,News
115157,tvSeries,Dexter's Laboratory,1996,23,51362,30,IN,Adventure,Animation
115270,tvSeries,Millennium,1996,45,11709,11,IN,Crime,Drama
115355,tvSeries,Silent Witness,1996,120,11146,2,IN,Crime,Drama
115378,tvSeries,Superman: The Animated Series,1996,30,16718,14,IN,Action,Adventure
116231,movie,Eskiya,1996,128,70992,24,IN,Crime,Drama
116282,movie,Fargo,1996,98,695096,42,IN,Crime,Thriller
116630,movie,Indian,1996,185,13217,2,IN,Action,Drama
117666,movie,Sling Blade,1996,135,96343,13,IN,Drama,No tiene
117951,movie,Trainspotting,1996,93,703121,58,IN,Drama,No tiene
118276,tvSeries,Buffy the Vampire Slayer,1997,44,153008,11,IN,Action,Drama
118298,tvSeries,Daria,1997,30,26264,4,IN,Animation,Comedy
118363,tvSeries,Jonathan Creek,1997,60,8474,19,IN,Comedy,Crime
118401,tvSeries,Midsomer Murders,1997,90,36218,3,IN,Crime,Drama
118421,tvSeries,Oz,1997,55,102778,33,IN,Crime,Drama
118475,tvSeries,Spawn,1997,30,9440,22,IN,Action,Adventure
118480,tvSeries,Stargate SG-1,1997,44,97399,18,IN,Action,Adventure
118715,movie,The Big Lebowski,1998,117,830030,43,IN,Comedy,Crime
118749,movie,Boogie Nights,1997,155,273498,5,IN,Drama,No tiene
118751,movie,Border,1997,176,16895,8,IN,Action,Drama
118799,movie,La vita Ã¨ bella,1997,116,713900,11,IN,Comedy,Drama
118849,movie,Bacheha-Ye aseman,1997,89,77132,8,IN,Drama,Family
119217,movie,Good Will Hunting,1997,126,1008518,47,IN,Drama,Romance
119488,movie,L.A. Confidential,1997,138,595118,24,IN,Crime,Drama
119698,movie,Mononoke-hime,1997,134,408986,26,IN,Action,Adventure
120363,movie,Toy Story 2,1999,92,598134,55,IN,Adventure,Animation
120586,movie,American History X,1998,119,1147021,16,IN,Crime,Drama
120630,movie,Chicken Run,2000,84,200051,22,IN,Adventure,Animation
120679,movie,Frida,2002,123,92664,5,IN,Biography,Drama
120681,movie,From Hell,2001,122,159972,18,IN,Horror,Mystery
120689,movie,The Green Mile,1999,189,1341768,30,IN,Crime,Drama
120735,movie,"Lock, Stock and Two Smoking Barrels",1998,107,597004,47,IN,Action,Comedy
120737,movie,The Lord of the Rings: The Fellowship of the Ring,2001,178,1923140,76,IN,Action,Adventure
120804,movie,Resident Evil,2002,100,279494,31,IN,Action,Horror
120815,movie,Saving Private Ryan,1998,169,1429540,25,IN,Drama,War
120903,movie,X-Men,2000,104,629230,10,IN,Action,Adventure
121765,movie,Star Wars: Episode II - Attack of the Clones,2002,142,732151,17,IN,Action,Adventure
121766,movie,Star Wars: Episode III - Revenge of the Sith,2005,140,814945,65,IN,Action,Adventure
121955,tvSeries,South Park,1997,22,390292,26,IN,Animation,Comedy
126029,movie,Shrek,2001,90,702925,15,IN,Adventure,Animation
126170,tvSeries,Recess,1997,23,26872,40,IN,Adventure,Animation
126173,tvSeries,SWAT Kats: The Radical Squadron,1993,22,4602,1,IN,Action,Adventure
129167,movie,The Iron Giant,1999,86,211121,43,IN,Action,Adventure
133093,movie,The Matrix,1999,136,1966414,61,IN,Action,Sci-Fi
133240,movie,Treasure Planet,2002,95,125824,4,IN,Adventure,Animation
133826,movie,Guru,1997,136,3354,3,IN,Drama,Fantasy
134847,movie,Pitch Black,2000,109,247648,55,IN,Action,Horror
137523,movie,Fight Club,1999,139,2197234,11,IN,Drama,No tiene
139654,movie,Training Day,2001,122,452030,58,IN,Action,Crime
139876,movie,Baasha,1995,145,10900,4,IN,Action,Crime
141842,tvSeries,The Sopranos,1999,55,428052,38,IN,Crime,Drama
141926,movie,U-571,2000,116,84288,11,IN,Action,War
144084,movie,American Psycho,2000,102,661273,29,IN,Crime,Drama
145487,movie,Spider-Man,2002,121,843396,46,IN,Action,Adventure
147746,tvSeries,Batman Beyond,1999,23,29095,41,IN,Action,Adventure
149460,tvSeries,Futurama,1999,22,247376,13,IN,Adventure,Animation
155487,movie,Amaram,1991,150,3193,3,IN,Drama,No tiene
157122,movie,TrolÃ¶sa,2000,154,3639,9,IN,Drama,Romance
159145,tvMiniSeries,Golden Boy: Sasurai no o-benkyÃ´ yarÃ´,1995,165,6418,18,IN,Animation,Comedy
159365,movie,Cold Mountain,2003,154,152419,17,IN,Adventure,Drama
161860,movie,Nirgendwo in Afrika,2001,141,13676,10,IN,Biography,Drama
162065,tvSeries,Angel,1999,44,73124,22,IN,Action,Drama
162222,movie,Cast Away,2000,143,611729,41,IN,Adventure,Drama
162346,movie,Ghost World,2001,111,123785,34,IN,Comedy,Drama
163978,movie,The Beach,2000,119,246422,37,IN,Adventure,Drama
165598,tvSeries,That '70s Show,1998,22,183554,49,IN,Comedy,Drama
165961,tvSeries,Sports Night,1998,30,8358,11,IN,Comedy,Drama
165982,movie,Sinbad: Legend of the Seven Seas,2003,88,57140,14,IN,Adventure,Animation
166813,movie,Spirit: Stallion of the Cimarron,2002,83,80927,2,IN,Adventure,Animation
167190,movie,Hellboy,2004,122,339381,51,IN,Action,Adventure
167260,movie,The Lord of the Rings: The Return of the King,2003,201,1894712,15,IN,Action,Adventure
167261,movie,The Lord of the Rings: The Two Towers,2002,179,1709910,15,IN,Action,Adventure
168629,movie,Dancer in the Dark,2000,140,113308,45,IN,Crime,Drama
169102,movie,Lagaan: Once Upon a Time in India,2001,224,117287,11,IN,Drama,Musical
169247,tvSeries,So Weird,1999,30,3144,2,IN,Adventure,Family
169547,movie,American Beauty,1999,122,1176559,48,IN,Drama,No tiene
169858,movie,"Shin seiki Evangelion GekijÃ´-ban: Air/Magokoro wo, kimi ni",1997,87,59085,22,IN,Action,Animation
172156,movie,Bad Boys II,2003,147,259165,39,IN,Action,Comedy
175880,movie,Magnolia,1999,188,320250,19,IN,Drama,No tiene
176095,tvSeries,Real World/Road Rules Challenge,1998,30,3858,1,IN,Adventure,Reality-TV
177971,movie,The Perfect Storm,2000,130,172931,51,IN,Action,Adventure
179552,tvSeries,The Adventures of Tintin,1991,30,18662,40,IN,Action,Adventure
180073,movie,Quills,2000,124,55598,44,IN,Biography,Drama
180093,movie,Requiem for a Dream,2000,102,864766,16,IN,Drama,No tiene
181536,movie,Finding Forrester,2000,136,87920,5,IN,Drama,No tiene
181689,movie,Minority Report,2002,145,566916,53,IN,Action,Crime
181875,movie,Almost Famous,2000,122,284621,35,IN,Adventure,Comedy
182576,tvSeries,Family Guy,1999,22,351953,39,IN,Animation,Comedy
182629,tvSeries,RurÃ´ni Kenshin - Meiji kenkaku romantan,1996,24,19899,2,IN,Action,Adventure
183649,movie,Phone Booth,2002,81,276977,17,IN,Crime,Mystery
183869,movie,Taxi 2,2000,88,57523,7,IN,Action,Comedy
184135,tvSeries,The League of Gentlemen,1999,60,11771,1,IN,Comedy,Horror
184894,movie,Shanghai Noon,2000,110,131644,2,IN,Action,Adventure
185906,tvMiniSeries,Band of Brothers,2001,594,487642,32,IN,Drama,History
186151,movie,Frequency,2000,118,112058,49,IN,Crime,Drama
187393,movie,The Patriot,2000,165,283702,12,IN,Action,Drama
187636,tvSeries,Farscape,1999,50,38709,23,IN,Action,Adventure
187664,tvSeries,Spaced,1999,25,56090,15,IN,Action,Comedy
187738,movie,Blade II,2002,117,226349,3,IN,Action,Horror
189998,movie,Shadow of the Vampire,2000,92,43116,14,IN,Drama,Horror
190332,movie,Wo hu cang long,2000,120,276176,52,IN,Action,Adventure
193676,tvSeries,Freaks and Geeks,1999,44,147789,5,IN,Comedy,Drama
194624,tvSeries,Strangers with Candy,1999,22,6366,4,IN,Comedy,No tiene
195231,movie,Satya,1998,170,15829,5,IN,Action,Crime
195234,movie,Saving Grace,2000,93,18941,13,IN,Comedy,Crime
195685,movie,Erin Brockovich,2000,131,208262,27,IN,Biography,Drama
195714,movie,Final Destination,2000,98,266717,6,IN,Horror,Thriller
196229,movie,Zoolander,2001,90,282019,32,IN,Comedy,No tiene
196811,movie,Olga,2004,141,3535,4,IN,Biography,Drama
198781,movie,"Monsters, Inc.",2001,92,936588,15,IN,Adventure,Animation
200087,movie,Sarfarosh,1999,174,26288,11,IN,Action,Drama
200276,tvSeries,The West Wing,1999,44,80903,24,IN,Drama,No tiene
200465,movie,The Bank Job,2008,111,185607,31,IN,Crime,Drama
203009,movie,Moulin Rouge!,2001,127,292000,30,IN,Drama,Musical
203019,movie,Men of Honor,2000,129,121249,14,IN,Biography,Drama
203119,movie,Sexy Beast,2000,89,63970,14,IN,Crime,Drama
203230,movie,You Can Count on Me,2000,111,30707,11,IN,Drama,No tiene
203259,tvSeries,Law & Order: Special Victims Unit,1999,60,115339,16,IN,Crime,Drama
204993,tvSeries,Dark Angel,2000,60,33736,22,IN,Action,Drama
206314,movie,Joy Ride,2001,97,72702,41,IN,Action,Mystery
206511,tvSeries,Even Stevens,2000,30,15013,23,IN,Comedy,Family
206512,tvSeries,SpongeBob SquarePants,1999,23,104842,45,IN,Animation,Comedy
206634,movie,Children of Men,2006,109,513043,32,IN,Action,Drama
208092,movie,Snatch,2000,104,877049,26,IN,Comedy,Crime
208629,tvMiniSeries,Nuremberg,2000,180,6723,13,IN,Drama,History
209144,movie,Memento,2000,113,1268324,13,IN,Mystery,Thriller
210065,movie,Gangster No. 1,2000,103,14305,4,IN,Crime,Drama
210616,movie,Center Stage,2000,115,22238,30,IN,Drama,Music
210945,movie,Remember the Titans,2000,113,223211,37,IN,Biography,Drama
211387,movie,Gouttes d'eau sur pierres brÃ»lantes,2000,82,6733,20,IN,Comedy,Drama
211933,movie,Awake,2007,84,77598,14,IN,Crime,Drama
212338,movie,Meet the Parents,2000,108,344407,6,IN,Comedy,Romance
212671,tvSeries,Malcolm in the Middle,2000,22,136561,46,IN,Comedy,Family
212712,movie,2046,2004,129,59706,2,IN,Drama,Romance
212985,movie,Hannibal,2001,131,283645,43,IN,Crime,Drama
213327,tvSeries,Andromeda,2000,43,14344,7,IN,Action,Adventure
213338,tvSeries,KaubÃ´i bibappu: Cowboy Bebop,1998,24,127940,46,IN,Action,Adventure
213847,movie,MalÃ¨na,2000,108,107289,5,IN,Drama,Romance
213890,movie,Mohabbatein,2000,216,31503,16,IN,Drama,Musical
214382,tvMiniSeries,Walking with Dinosaurs,1999,30,6582,6,IN,Animation,Documentary
214915,movie,Manichitrathazhu,1993,169,11452,8,IN,Comedy,Horror
215545,movie,Bamboozled,2000,135,11997,5,IN,Comedy,Drama
215750,movie,Enemy at the Gates,2001,131,269696,1,IN,Action,Drama
216651,movie,Vampire Hunter D: Bloodlust,2000,103,33616,10,IN,Action,Animation
216800,movie,"Harry, un ami qui vous veut du bien",2000,117,11725,17,IN,Comedy,Drama
217505,movie,Gangs of New York,2002,167,455594,9,IN,Crime,Drama
217869,movie,Unbreakable,2000,106,428911,11,IN,Drama,Mystery
218967,movie,The Family Man,2000,125,114390,19,IN,Comedy,Drama
220238,tvSeries,The Invisible Man,2000,120,3321,19,IN,Action,Comedy
220627,movie,MaelstrÃ¶m,2000,87,6870,19,IN,Drama,No tiene
220656,movie,Mudhalvan,1999,169,8080,4,IN,Action,Drama
220880,tvSeries,Courage the Cowardly Dog,1999,11,48102,8,IN,Adventure,Animation
221027,movie,Blow,2001,124,267799,27,IN,Biography,Crime
222012,movie,Hey Ram,2000,186,13465,2,IN,Crime,Drama
223897,movie,Pay It Forward,2000,123,121574,10,IN,Drama,No tiene
224853,tvMiniSeries,The Corner,2000,376,5287,9,IN,Crime,Drama
227445,movie,The Score,2001,124,131112,42,IN,Action,Crime
228786,movie,Les riviÃ¨res pourpres,2000,106,63844,33,IN,Crime,Mystery
230011,movie,Atlantis: The Lost Empire,2001,95,127058,1,IN,Action,Adventure
230600,movie,The Others,2001,101,377993,52,IN,Horror,Mystery
230838,movie,Sweet November,2001,119,92683,36,IN,Drama,Romance
232500,movie,The Fast and the Furious,2001,106,403224,5,IN,Action,Crime
233041,tvSeries,Clifford the Big Red Dog,2000,30,5210,13,IN,Animation,Comedy
234215,movie,The Matrix Reloaded,2003,138,610493,1,IN,Action,Sci-Fi
235911,tvSeries,As Told by Ginger,2000,30,6906,1,IN,Animation,Drama
235918,tvSeries,The Fairly OddParents,2001,30,43556,37,IN,Adventure,Animation
237123,tvSeries,Coupling,2000,30,46610,11,IN,Comedy,Romance
237534,movie,Le pacte des loups,2001,142,68931,5,IN,Action,Adventure
237572,movie,The Pledge,2001,124,63370,7,IN,Crime,Drama
238380,movie,Equilibrium,2002,107,339205,29,IN,Action,Drama
238784,tvSeries,Gilmore Girls,2000,44,135808,2,IN,Comedy,Drama
238793,tvSeries,Monarch of the Glen,2000,60,3511,12,IN,Comedy,Drama
238936,movie,Devdas,2002,185,44313,10,IN,Drama,Musical
239195,tvSeries,Survivor,2000,60,26206,43,IN,Adventure,Game-Show
240200,movie,Water,2005,117,15157,23,IN,Drama,No tiene
240772,movie,Ocean's Eleven,2001,116,593991,44,IN,Crime,Thriller
240890,movie,Serendipity,2001,90,117077,13,IN,Comedy,Romance
240913,movie,Sous le sable,2000,92,11157,26,IN,Drama,Mystery
241088,tvSeries,Da Ali G Show,2000,30,17948,16,IN,Comedy,No tiene
241303,movie,Chocolat,2000,121,196558,11,IN,Drama,Romance
241527,movie,Harry Potter and the Sorcerer's Stone,2001,152,813552,18,IN,Adventure,Family
242193,movie,Bully,2001,108,39518,32,IN,Biography,Crime
242519,movie,Hera Pheri,2000,156,69678,12,IN,Action,Comedy
242587,movie,L.I.E.,2001,97,10265,10,IN,Crime,Drama
242653,movie,The Matrix Revolutions,2003,129,527193,7,IN,Action,Sci-Fi
243655,movie,Wet Hot American Summer,2001,97,59297,30,IN,Comedy,Romance
244244,movie,Swordfish,2001,99,192117,13,IN,Action,Crime
245238,movie,Lost and Delirious,2001,103,21779,11,IN,Drama,Romance
245429,movie,Sen to Chihiro no kamikakushi,2001,125,795146,14,IN,Adventure,Animation
245712,movie,Amores perros,2000,154,246079,1,IN,Drama,Thriller
245844,movie,The Count of Monte Cristo,2002,131,143141,45,IN,Action,Adventure
246578,movie,Donnie Darko,2001,113,822125,19,IN,Drama,Mystery
246677,movie,Heaven,2002,97,26129,7,IN,Crime,Drama
247082,tvSeries,CSI: Crime Scene Investigation,2000,60,86216,14,IN,Crime,Drama
247102,tvSeries,Girlfriends,2000,30,4800,13,IN,Comedy,No tiene
247144,tvSeries,"Yes, Dear",2000,30,7665,11,IN,Comedy,No tiene
247425,movie,In the Bedroom,2001,131,41192,4,IN,Crime,Drama
247586,movie,Nueve reinas,2000,114,54989,15,IN,Crime,Drama
247827,tvSeries,X-Men: Evolution,2000,23,12486,4,IN,Action,Adventure
247882,tvSeries,Forensic Files,1996,30,6854,14,IN,Crime,Documentary
247902,tvSeries,Yu-Gi-Oh!,2000,23,3407,11,IN,Action,Adventure
248126,movie,Kabhi Khushi Kabhie Gham...,2001,210,52533,28,IN,Drama,Musical
248185,movie,Mission Kashmir,2000,154,7389,5,IN,Action,Drama
248654,tvSeries,Six Feet Under,2001,60,139524,22,IN,Comedy,Drama
248667,movie,Ali,2001,157,102892,32,IN,Biography,Drama
249327,tvSeries,Yu-Gi-Oh!,2000,24,22332,10,IN,Action,Adventure
249462,movie,Billy Elliot,2000,110,138791,14,IN,Drama,Music
250258,movie,Das Experiment,2001,120,95073,40,IN,Drama,Thriller
